Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024041116,41,52,30,79.92,0.73,5.29,0.58,275
Referral,2024041311,41,51,39,133.57,0.95,7.12,0.76,363
Referral,2024041414,41,48,32,119.73,0.78,6,0.67,288
Referral,2024041917,41,49,33,82.67,0.8,4.24,0.67,208
Referral,2024042013,41,46,28,68.13,0.68,6.07,0.61,279
Referral,2024042115,41,53,32,83.15,0.78,5.79,0.6,307
Referral,2024042209,41,50,32,33.68,0.78,4.36,0.64,218
Direct,2024041808,40,52,26,40.37,0.65,4.98,0.5,259
Direct,2024041902,40,45,16,24.69,0.4,3.6,0.36,162
Direct,2024042114,40,52,22,26.79,0.55,3.63,0.42,189
Direct,2024042713,40,48,24,72.75,0.6,4.15,0.5,199
Direct,2024042719,40,52,17,27.6,0.43,3.88,0.33,202
Direct,2024042901,40,49,20,48.88,0.5,4.51,0.41,221
Direct,2024050110,40,54,19,42.28,0.48,4,0.35,216
Direct,2024050309,40,50,23,31.42,0.58,4.56,0.46,228
Organic Search,2024041009,40,48,33,55.5,0.83,3.65,0.69,175
Organic Search,2024041907,40,45,29,49.6,0.73,4.64,0.64,209
Organic Search,2024042115,40,56,29,36.39,0.73,4.07,0.52,228
Organic Search,2024042711,40,49,24,66.69,0.6,4.43,0.49,217
Organic Search,2024043017,40,47,21,40.77,0.53,3.43,0.45,161
Organic Search,2024043021,40,46,24,29.72,0.6,3.52,0.52,162
Organic Search,2024050317,40,44,29,55.55,0.73,5.2,0.66,229
Organic Social,2024040807,40,48,32,105.81,0.8,7.29,0.67,350
Organic Social,2024040903,40,51,25,63.08,0.63,4.18,0.49,213
Organic Social,2024040907,40,54,24,56.41,0.6,4.98,0.44,269
Organic Social,2024040908,40,64,27,41.88,0.68,4.42,0.42,283
Organic Social,2024041807,40,52,25,48.42,0.63,5.29,0.48,275
Organic Social,2024042402,40,54,27,30.91,0.68,4.17,0.5,225
Organic Social,2024042508,40,59,29,72.76,0.73,4.9,0.49,289
Organic Social,2024042709,40,56,29,39.34,0.73,4.77,0.52,267
Organic Social,2024042923,40,47,25,103.34,0.63,5.57,0.53,262
Referral,2024040910,40,50,37,104.82,0.93,5.8,0.74,290
Referral,2024041123,40,46,28,56.78,0.7,4.93,0.61,227
Referral,2024041200,40,52,32,162.46,0.8,6.62,0.62,344
Referral,2024041410,40,50,27,42.2,0.68,6.22,0.54,311
Referral,2024042723,40,44,31,141.84,0.78,7.05,0.7,310
Referral,2024042815,40,43,30,82.53,0.75,6.6,0.7,284
Referral,2024043000,40,49,30,109.84,0.75,5.53,0.61,271
Referral,2024043017,40,49,27,141.02,0.68,5.08,0.55,249
Referral,2024050301,40,41,29,118.22,0.73,7.73,0.71,317
Direct,2024040616,39,49,23,50.76,0.59,3.63,0.47,178
Direct,2024040907,39,44,16,29.48,0.41,4.2,0.36,185
Direct,2024041315,39,49,20,90.92,0.51,3.94,0.41,193
Direct,2024041410,39,48,17,46.63,0.44,4.56,0.35,219
Direct,2024042202,39,46,26,34.63,0.67,4.04,0.57,186
Direct,2024042409,39,47,16,63.77,0.41,4.04,0.34,190
Direct,2024042609,39,50,23,42.54,0.59,3.62,0.46,181
Direct,2024042816,39,49,20,20.31,0.51,3.61,0.41,177
Direct,2024042818,39,49,20,19.35,0.51,4,0.41,196
Direct,2024042909,39,48,24,34.58,0.62,4.19,0.5,201
Direct,2024043016,39,55,26,61.6,0.67,4.07,0.47,224
Direct,2024050200,39,57,23,32.96,0.59,3.54,0.4,202
Organic Search,2024040621,39,45,31,48.07,0.79,4.2,0.69,189
Organic Search,2024040714,39,44,29,98.43,0.74,3.93,0.66,173
Organic Search,2024040800,39,49,29,27.04,0.74,3.37,0.59,165
Organic Search,2024041000,39,54,30,28.37,0.77,3.74,0.56,202
Organic Search,2024041501,39,43,25,44,0.64,3.49,0.58,150
Organic Search,2024042323,39,44,23,49.77,0.59,4.59,0.52,202
Organic Search,2024042812,39,42,32,36.69,0.82,4.07,0.76,171
Organic Search,2024050112,39,46,29,26.09,0.74,4,0.63,184
Organic Search,2024050113,39,47,30,45.04,0.77,4.26,0.64,200
Organic Search,2024050117,39,47,29,41.98,0.74,3.53,0.62,166
Organic Social,2024040703,39,48,31,44.52,0.79,5.08,0.65,244
Organic Social,2024041005,39,48,20,52.4,0.51,5.08,0.42,244
Organic Social,2024042002,39,51,28,35.27,0.72,3.84,0.55,196
Organic Social,2024050202,39,45,37,95.04,0.95,6.58,0.82,296
Organic Social,2024050304,39,49,23,17.88,0.59,3.9,0.47,191
Referral,2024040713,39,47,28,50.04,0.72,4.87,0.6,229
Referral,2024041319,39,43,29,50.19,0.74,4.86,0.67,209
Referral,2024041517,39,52,29,61.5,0.74,4.87,0.56,253
Referral,2024041923,39,44,28,117.98,0.72,5.7,0.64,251
Referral,2024042112,39,43,27,27.23,0.69,4.33,0.63,186
Referral,2024042123,39,46,26,44.83,0.67,6.3,0.57,290
Referral,2024042614,39,50,30,58.8,0.77,4.92,0.6,246
Referral,2024042700,39,51,33,69.98,0.85,4.71,0.65,240
Referral,2024043007,39,48,31,74.04,0.79,4.1,0.65,197
Referral,2024050208,39,50,22,55,0.56,4.64,0.44,232
Referral,2024050223,39,45,27,59.04,0.69,5.07,0.6,228
Direct,2024040622,38,49,18,33.04,0.47,3.51,0.37,172
Direct,2024040623,38,47,16,43.55,0.42,4.32,0.34,203
Direct,2024040714,38,45,26,61.78,0.68,4.22,0.58,190
Direct,2024040919,38,48,25,47.13,0.66,4.06,0.52,195
Direct,2024041008,38,50,23,66.1,0.61,3.8,0.46,190
Direct,2024041009,38,48,25,33.56,0.66,3.85,0.52,185
Direct,2024041317,38,51,23,40.9,0.61,3.82,0.45,195
Direct,2024042017,38,50,26,31.34,0.68,4.18,0.52,209
Direct,2024042111,38,52,20,37.85,0.53,3.85,0.38,200
Direct,2024042410,38,50,25,43.86,0.66,3.86,0.5,193
Direct,2024043012,38,52,27,64.38,0.71,3.96,0.52,206
Direct,2024050100,38,50,20,55.54,0.53,3.56,0.4,178
Organic Search,2024040610,38,51,28,62.67,0.74,4.9,0.55,250
Organic Search,2024040622,38,48,23,55.15,0.61,3.31,0.48,159
Organic Search,2024040712,38,45,27,58.76,0.71,4.27,0.6,192
Organic Search,2024040910,38,53,25,27.55,0.66,4.06,0.47,215
Organic Search,2024041116,38,42,25,34.1,0.66,3.6,0.6,151
Organic Search,2024041415,38,44,31,48.52,0.82,5.16,0.7,227
Organic Search,2024042017,38,46,24,35.43,0.63,4.04,0.52,186
Organic Search,2024042100,38,53,31,23.68,0.82,3.74,0.58,198
Organic Search,2024042110,38,48,26,23.29,0.68,3.65,0.54,175
Organic Search,2024042114,38,47,27,61.34,0.71,3.6,0.57,169
Organic Search,2024042416,38,49,24,32,0.63,4.9,0.49,240
Organic Search,2024042623,38,42,21,54.48,0.55,4.43,0.5,186
Organic Search,2024042712,38,47,26,30.79,0.68,3.45,0.55,162
Organic Search,2024050110,38,44,33,42.75,0.87,4.25,0.75,187
Organic Social,2024040704,38,43,23,53.77,0.61,5.93,0.53,255
Organic Social,2024041507,38,46,20,85.07,0.53,4.76,0.43,219
Organic Social,2024041603,38,52,25,69.75,0.66,4.52,0.48,235
Organic Social,2024042207,38,52,22,49.1,0.58,5.06,0.42,263
Organic Social,2024042302,38,46,33,72.3,0.87,6.37,0.72,293
Referral,2024040800,38,44,33,122.68,0.87,5.7,0.75,251
Referral,2024040909,38,45,29,72.24,0.76,5.4,0.64,243
Referral,2024041417,38,47,26,63.77,0.68,5.64,0.55,265
Referral,2024042116,38,42,30,104.86,0.79,5.71,0.71,240
Referral,2024042814,38,44,32,171.52,0.84,7.25,0.73,319
Referral,2024050323,38,44,27,60,0.71,5.2,0.61,229
Direct,2024041501,37,48,21,39,0.57,3.5,0.44,168
Direct,2024041607,37,45,21,43.89,0.57,3.62,0.47,163
Direct,2024042018,37,47,20,18.23,0.54,3.38,0.43,159
Direct,2024042722,37,51,18,34.14,0.49,3.94,0.35,201
Organic Search,2024041101,37,46,22,39.07,0.59,3.63,0.48,167
Organic Search,2024041109,37,44,23,34.23,0.62,3.57,0.52,157
Organic Search,2024041301,37,44,27,80.77,0.73,4.07,0.61,179
Organic Search,2024041309,37,42,27,38.88,0.73,6.69,0.64,281
Organic Search,2024041313,37,45,23,29.16,0.62,3.47,0.51,156
Organic Search,2024041800,37,52,24,37.9,0.65,3.98,0.46,207
Organic Search,2024042716,37,44,22,28.16,0.59,4.77,0.5,210
Organic Search,2024050123,37,40,24,61.25,0.65,4.45,0.6,178
Organic Search,2024050321,37,40,21,72.58,0.57,4.63,0.53,185
Organic Social,2024040603,37,51,26,56.49,0.7,4.31,0.51,220
Organic Social,2024041108,37,52,23,61.29,0.62,3.9,0.44,203
Organic Social,2024041203,37,52,24,28.29,0.65,3.48,0.46,181
Organic Social,2024042307,37,43,20,58.4,0.54,6.3,0.47,271
Organic Social,2024042802,37,51,26,31.59,0.7,4.25,0.51,217
Organic Social,2024042901,37,45,24,58,0.65,5.89,0.53,265
Referral,2024040614,37,41,29,52.37,0.78,5.07,0.71,208
Referral,2024040710,37,42,32,66.05,0.86,5.67,0.76,238
Referral,2024041415,37,41,29,90.44,0.78,5.59,0.71,229
Referral,2024041423,37,44,27,91.68,0.73,6.73,0.61,296
Referral,2024041600,37,52,28,85.17,0.76,7.77,0.54,404
Referral,2024041609,37,41,33,86.8,0.89,5.02,0.8,206
Referral,2024041813,37,45,25,104,0.68,5.82,0.56,262
Referral,2024042014,37,41,27,72.93,0.73,7.02,0.66,288
Referral,2024042400,37,42,29,169.98,0.78,7.43,0.69,312
Referral,2024042409,37,46,33,69.85,0.89,5.83,0.72,268
Referral,2024042811,37,46,31,68.43,0.84,6.37,0.67,293
Referral,2024042813,37,46,33,60.22,0.89,4.87,0.72,224
Referral,2024042816,37,42,31,126.69,0.84,6.81,0.74,286
Referral,2024042823,37,43,24,66.4,0.65,5.07,0.56,218
Referral,2024050108,37,40,33,61.08,0.89,6.28,0.83,251
Direct,2024040710,36,44,22,26.39,0.61,5.25,0.5,231
Direct,2024040909,36,45,20,42.51,0.56,5.07,0.44,228
Direct,2024040912,36,50,18,23,0.5,3.6,0.36,180
Direct,2024041100,36,41,23,79.9,0.64,4.8,0.56,197
Direct,2024041109,36,48,20,20.06,0.56,3.35,0.42,161
Direct,2024041413,36,47,19,37.68,0.53,3.98,0.4,187
Direct,2024041707,36,48,17,23.15,0.47,3.69,0.35,177
Direct,2024042301,36,46,20,53.67,0.56,4.91,0.43,226
Direct,2024042321,36,47,23,65.11,0.64,4.83,0.49,227
Direct,2024042603,36,46,25,57.5,0.69,3.78,0.54,174
Direct,2024050308,36,43,15,9.33,0.42,3.44,0.35,148
Direct,2024050311,36,47,21,23.81,0.58,4,0.45,188
Organic Search,2024041110,36,48,24,53.08,0.67,3.4,0.5,163
Organic Search,2024041208,36,44,26,47.09,0.72,3.75,0.59,165
Organic Search,2024042023,36,43,22,44.23,0.61,4.58,0.51,197
Organic Search,2024042209,36,49,24,37.71,0.67,3.41,0.49,167
Organic Search,2024042600,36,46,23,64.35,0.64,4.04,0.5,186
Organic Search,2024042813,36,41,24,96.9,0.67,4.59,0.59,188
Organic Search,2024042900,36,47,26,31.55,0.72,3.6,0.55,169
Organic Search,2024042909,36,44,22,43.5,0.61,4.11,0.5,181
Organic Search,2024050111,36,40,24,43.6,0.67,3.65,0.6,146
Organic Search,2024050121,36,43,27,35.05,0.75,4.09,0.63,176
Organic Search,2024050320,36,37,25,51.14,0.69,4.76,0.68,176
Organic Social,2024041504,36,45,23,54.84,0.64,4.8,0.51,216
Organic Social,2024042404,36,42,26,42.07,0.72,4.69,0.62,197
Organic Social,2024042502,36,52,23,36.56,0.64,3.54,0.44,184
Organic Social,2024042905,36,45,28,34.87,0.78,5.49,0.62,247
Organic Social,2024050103,36,43,19,40.09,0.53,4.07,0.44,175
Referral,2024041009,36,44,29,75.14,0.81,4.75,0.66,209
Referral,2024041315,36,40,27,74.33,0.75,5.43,0.68,217
Referral,2024042114,36,40,30,61.1,0.83,5,0.75,200
Referral,2024042401,36,43,26,97.16,0.72,5.19,0.6,223
Referral,2024050200,36,48,28,106.65,0.78,6.48,0.58,311
Direct,2024040615,35,42,20,41.07,0.57,4.86,0.48,204
Direct,2024041105,35,36,24,51.19,0.69,4.61,0.67,166
Direct,2024041606,35,42,24,55.88,0.69,3.76,0.57,158
Direct,2024042117,35,44,17,16.73,0.49,3.32,0.39,146
Direct,2024042200,35,48,19,45.52,0.54,4.08,0.4,196
Direct,2024042209,35,42,22,67.05,0.63,4.57,0.52,192
Direct,2024042510,35,47,20,58.57,0.57,4.13,0.43,194
Direct,2024042701,35,42,19,91.26,0.54,4.5,0.45,189
Direct,2024042715,35,46,18,33.24,0.51,4.54,0.39,209
Organic Search,2024040909,35,42,24,29.38,0.69,3.5,0.57,147
Organic Search,2024041908,35,45,28,31.98,0.8,3.6,0.62,162
Organic Search,2024042400,35,48,24,57.1,0.69,3.96,0.5,190
Organic Search,2024042823,35,40,20,47.13,0.57,4.03,0.5,161
Organic Search,2024043009,35,44,30,52.86,0.86,5.07,0.68,223
Organic Search,2024050322,35,44,22,31.07,0.63,3.89,0.5,171
Organic Social,2024041006,35,51,20,22.55,0.57,4.25,0.39,217
Organic Social,2024041704,35,48,24,78.29,0.69,4.58,0.5,220
Referral,2024040623,35,42,24,44.88,0.69,4.62,0.57,194
Referral,2024040816,35,39,28,92.95,0.8,7.15,0.72,279
Referral,2024041000,35,44,30,87.36,0.86,6.45,0.68,284
Referral,2024041900,35,42,24,64.21,0.69,5.14,0.57,216
Referral,2024042017,35,37,24,54.19,0.69,4.32,0.65,160
Referral,2024042023,35,41,25,55,0.71,5.54,0.61,227
Referral,2024042509,35,44,28,60.84,0.8,5.2,0.64,229
Referral,2024042719,35,41,27,177.56,0.77,7.93,0.66,325
Direct,2024040617,34,43,18,39.81,0.53,4.65,0.42,200
Direct,2024040902,34,44,25,57.09,0.74,4.32,0.57,190
Direct,2024041115,34,40,20,54.75,0.59,4.6,0.5,184
Direct,2024041309,34,43,19,46.28,0.56,3.88,0.44,167
Direct,2024041502,34,37,17,39.7,0.5,6.46,0.46,239
Direct,2024041706,34,42,13,19.29,0.38,3.29,0.31,138
Direct,2024041807,34,39,18,43.62,0.53,4.26,0.46,166
Direct,2024041901,34,44,22,19.8,0.65,3.16,0.5,139
Direct,2024042116,34,46,15,20.39,0.44,3.57,0.33,164
Direct,2024042408,34,43,23,77.84,0.68,4.33,0.53,186
Direct,2024042716,34,39,16,30.64,0.47,4.03,0.41,157
Direct,2024050208,34,42,21,93.43,0.62,4.74,0.5,199
Direct,2024050210,34,49,22,37.06,0.65,3.73,0.45,183
Organic Search,2024041410,34,42,20,32.81,0.59,3.6,0.48,151
Organic Search,2024041500,34,41,27,22.05,0.79,3.51,0.66,144
Organic Search,2024042012,34,40,25,64.08,0.74,3.55,0.63,142
Organic Search,2024042116,34,47,29,34.85,0.85,4.06,0.62,191
Organic Search,2024042408,34,38,23,39.37,0.68,4.42,0.61,168
Organic Search,2024042500,34,42,23,38.86,0.68,3.83,0.55,161
Organic Search,2024042719,34,41,21,64.44,0.62,4.49,0.51,184
Organic Search,2024050200,34,43,23,34.33,0.68,3.6,0.53,155
Organic Social,2024040803,34,37,21,27.49,0.62,4.08,0.57,151
Organic Social,2024041606,34,45,24,43.8,0.71,4.36,0.53,196
Organic Social,2024042007,34,52,24,30.88,0.71,4.85,0.46,252
Organic Social,2024042306,34,41,26,31.32,0.76,5.15,0.63,211
Organic Social,2024042702,34,55,23,50.58,0.68,5.31,0.42,292
Referral,2024040616,34,37,27,72.08,0.79,6.32,0.73,234
Referral,2024040901,34,41,26,59.29,0.76,8.29,0.63,340
Referral,2024040902,34,38,26,82.55,0.76,6.61,0.68,251
Referral,2024041207,34,37,25,64.57,0.74,6.62,0.68,245
Referral,2024041209,34,39,26,74.95,0.76,5.28,0.67,206
Referral,2024041320,34,44,33,45.27,0.97,4.86,0.75,214
Referral,2024041401,34,40,25,69.03,0.74,5.9,0.63,236
Referral,2024041421,34,38,26,42.42,0.76,4.87,0.68,185
Referral,2024041918,34,40,26,85.43,0.76,6.83,0.65,273
Referral,2024042600,34,43,23,110.53,0.68,4.95,0.53,213
Referral,2024042900,34,41,21,118.07,0.62,4.83,0.51,198
Direct,2024041201,33,45,19,15.16,0.58,3.87,0.42,174
Direct,2024041314,33,48,17,31.21,0.52,3.29,0.35,158
Direct,2024041407,33,39,20,26.87,0.61,3.95,0.51,154
Direct,2024041803,33,40,17,10.68,0.52,3.08,0.43,123
Direct,2024042714,33,42,25,94.45,0.76,4.93,0.6,207
Direct,2024050108,33,38,18,29.08,0.55,3.61,0.47,137
Direct,2024050109,33,43,23,43.95,0.7,4.23,0.53,182
Direct,2024050302,33,42,18,15.95,0.55,3.6,0.43,151
Organic Search,2024040623,33,38,22,60.08,0.67,4.74,0.58,180
Organic Search,2024041701,33,48,24,14.04,0.73,3.08,0.5,148
Organic Search,2024041709,33,39,24,34.15,0.73,3.54,0.62,138
Organic Search,2024050109,33,40,24,28.98,0.73,4.25,0.6,170
Organic Search,2024050209,33,44,27,85.27,0.82,3.66,0.61,161
Organic Search,2024050309,33,37,16,35.57,0.48,3.73,0.43,138
Organic Social,2024040802,33,42,25,36.57,0.76,4.69,0.6,197
Organic Social,2024041003,33,52,20,32.06,0.61,3.35,0.38,174
Organic Social,2024041806,33,47,19,27.49,0.58,3.49,0.4,164
Organic Social,2024042004,33,44,18,36.59,0.55,5.25,0.41,231
Organic Social,2024042101,33,44,21,47.27,0.64,4.27,0.48,188
Organic Social,2024042406,33,37,25,44.7,0.76,5.35,0.68,198
Organic Social,2024042607,33,42,28,29.88,0.85,4.45,0.67,187
Referral,2024040610,33,39,24,27.38,0.73,4.41,0.62,172
Referral,2024040618,33,36,24,72.08,0.73,6.08,0.67,219
Referral,2024040619,33,36,24,69.75,0.73,5.11,0.67,184
Referral,2024040907,33,34,25,106.35,0.76,7.38,0.74,251
Referral,2024041416,33,38,28,103.58,0.85,6.66,0.74,253
Referral,2024041523,33,38,28,157.34,0.85,7.63,0.74,290
Referral,2024041709,33,40,26,60.65,0.79,4.98,0.65,199
Referral,2024042009,33,38,28,107.87,0.85,5.89,0.74,224
Referral,2024042300,33,48,25,140.13,0.76,4.46,0.52,214
Referral,2024042818,33,37,24,56.49,0.73,5.35,0.65,198
Referral,2024050100,33,42,25,110.98,0.76,4.93,0.6,207
Direct,2024040809,32,41,17,69.88,0.53,5.05,0.41,207
Direct,2024041007,32,43,20,31.44,0.63,3.79,0.47,163
Direct,2024041907,32,39,18,16.31,0.56,3.59,0.46,140
Direct,2024042113,32,44,18,33.07,0.56,3.61,0.41,159
Direct,2024042201,32,39,18,86.87,0.56,5.05,0.46,197
Direct,2024042508,32,38,22,47.32,0.69,3.95,0.58,150
Direct,2024042601,32,45,22,96.42,0.69,5.04,0.49,227
Direct,2024042703,32,37,12,20.43,0.38,3.35,0.32,124
Organic Search,2024041903,32,37,23,31.84,0.72,3.27,0.62,121
Organic Search,2024041904,32,39,17,23.56,0.53,3.46,0.44,135
Organic Search,2024042300,32,42,22,15.55,0.69,3.64,0.52,153
Organic Search,2024042308,32,40,24,40.23,0.75,4.18,0.6,167
Organic Social,2024040604,32,45,17,30.31,0.53,4.62,0.38,208
Organic Social,2024040608,32,40,18,51.33,0.56,5.38,0.45,215
Organic Social,2024041302,32,41,24,40.9,0.75,5,0.59,205
Organic Social,2024042104,32,37,24,75.22,0.75,6.32,0.65,234
Organic Social,2024042107,32,39,26,87.08,0.81,6.1,0.67,238
Organic Social,2024042109,32,36,24,90.03,0.75,5.22,0.67,188
Organic Social,2024042206,32,38,16,21,0.5,4.45,0.42,169
Organic Social,2024042602,32,39,18,58.23,0.56,4.97,0.46,194
Organic Social,2024042703,32,42,15,18.55,0.47,4.9,0.36,206
Organic Social,2024042907,32,52,22,40.23,0.69,3.88,0.42,202
Organic Social,2024043003,32,42,25,59.24,0.78,4.29,0.6,180
Organic Social,2024050205,32,43,24,73.47,0.75,5.58,0.56,240
Referral,2024040608,32,35,26,44.03,0.81,5.31,0.74,186
Referral,2024041309,32,37,25,88.7,0.78,7,0.68,259
Referral,2024041316,32,40,24,78.5,0.75,5.15,0.6,206
Referral,2024041323,32,38,20,75.24,0.63,4.42,0.53,168
Referral,2024042113,32,41,26,90.22,0.81,5.32,0.63,218
Referral,2024042323,32,32,25,125.25,0.78,6.44,0.78,206
Referral,2024042809,32,35,24,108.51,0.75,6.11,0.69,214
Referral,2024050202,32,34,24,72.12,0.75,6.47,0.71,220
Referral,2024050302,32,35,23,61.71,0.72,4.89,0.66,171
Direct,2024040908,31,41,13,27.66,0.42,3.66,0.32,150
Direct,2024041001,31,42,11,22.55,0.35,3.74,0.26,157
Direct,2024041101,31,42,12,47.71,0.39,3.31,0.29,139
Direct,2024041401,31,37,17,17.92,0.55,3.78,0.46,140
Direct,2024041508,31,40,16,37.8,0.52,4.25,0.4,170
Direct,2024041608,31,42,15,34.57,0.48,3.81,0.36,160
Direct,2024041701,31,51,17,52.88,0.55,4.24,0.33,216
Direct,2024042100,31,48,15,9.75,0.48,3.46,0.31,166
Direct,2024042101,31,41,16,21.95,0.52,3.73,0.39,153
Direct,2024042300,31,44,25,73.25,0.81,5.16,0.57,227
Direct,2024042306,31,36,15,18.47,0.48,3.64,0.42,131
Direct,2024042405,31,39,8,22.95,0.26,4.15,0.21,162
Direct,2024042501,31,38,18,72.24,0.58,4.37,0.47,166
Direct,2024042808,31,41,14,9.27,0.45,3.51,0.34,144
Direct,2024042908,31,39,25,29.41,0.81,4.26,0.64,166
Organic Search,2024040719,31,38,18,49.39,0.58,3.71,0.47,141
Organic Search,2024041003,31,38,23,38.39,0.74,3.74,0.61,142
Organic Search,2024041201,31,37,23,49.62,0.74,3.24,0.62,120
Organic Search,2024041207,31,37,21,19.03,0.68,3.78,0.57,140
Organic Search,2024042009,31,33,21,21.03,0.68,3.91,0.64,129
Organic Search,2024042608,31,38,22,37.37,0.71,4.24,0.58,161
Organic Search,2024043008,31,35,22,29.57,0.71,3.97,0.63,139
Organic Social,2024041104,31,41,16,15.46,0.52,3.34,0.39,137
Organic Social,2024041503,31,37,22,69.86,0.71,5.14,0.59,190
Organic Social,2024041906,31,44,18,22.18,0.58,3.16,0.41,139
Organic Social,2024042003,31,40,19,35.38,0.61,4.25,0.48,170
Organic Social,2024042008,31,44,20,93.3,0.65,5.02,0.45,221
Organic Social,2024042903,31,42,22,88.05,0.71,5.07,0.52,213
Referral,2024040609,31,35,26,41.43,0.84,5.46,0.74,191
Referral,2024041802,31,34,23,197.12,0.74,5.47,0.68,186
Referral,2024042000,31,42,21,71.43,0.68,5.67,0.5,238
Referral,2024042709,31,36,20,32.58,0.65,4.72,0.56,170
Referral,2024042812,31,38,22,75.45,0.71,4.61,0.58,175
Referral,2024042923,31,34,25,88.79,0.81,5.91,0.74,201
Referral,2024050101,31,35,23,85.17,0.74,5.34,0.66,187
Referral,2024050107,31,35,24,46,0.77,5.4,0.69,189
Direct,2024040601,30,40,18,36.7,0.6,3.7,0.45,148
Direct,2024040800,30,38,23,56.5,0.77,4.47,0.61,170
Direct,2024040808,30,40,18,23.8,0.6,3.83,0.45,153
Direct,2024041301,30,39,20,58.1,0.67,4.69,0.51,183
Direct,2024041306,30,36,14,11.81,0.47,4.11,0.39,148
Direct,2024041806,30,36,17,35.78,0.57,4.47,0.47,161
Direct,2024042023,30,45,18,23.93,0.6,3.18,0.4,143
Direct,2024042401,30,43,17,41.42,0.57,3.44,0.4,148
Direct,2024042802,30,39,10,17.41,0.33,3.05,0.26,119
Direct,2024043001,30,44,18,55.77,0.6,4.66,0.41,205
Direct,2024050201,30,44,14,26.25,0.47,3.39,0.32,149
Organic Search,2024040808,30,36,23,36.36,0.77,3.31,0.64,119
Organic Search,2024041308,30,35,19,48.8,0.63,3.4,0.54,119
Organic Search,2024041605,30,31,19,24.13,0.63,3.55,0.61,110
Organic Search,2024042001,30,37,21,46.65,0.7,3.97,0.57,147
Organic Search,2024042401,30,38,22,24.08,0.73,3.68,0.58,140
Organic Search,2024042501,30,39,21,39.31,0.7,3.95,0.54,154
Organic Search,2024042923,30,40,21,47.1,0.7,4.95,0.53,198
Organic Search,2024043000,30,38,21,52.16,0.7,3.53,0.55,134
Organic Search,2024050207,30,34,17,38.18,0.57,3.59,0.5,122
Organic Search,2024050208,30,34,22,39.35,0.73,4.24,0.65,144
Organic Search,2024050300,30,35,18,55.83,0.6,4.03,0.51,141
Organic Social,2024040607,30,40,16,33.15,0.53,4.13,0.4,165
Organic Social,2024041307,30,43,20,37.12,0.67,4.65,0.47,200
Organic Social,2024041505,30,36,20,63.44,0.67,6.17,0.56,222
Organic Social,2024041605,30,35,20,100.63,0.67,5.89,0.57,206
Organic Social,2024041803,30,41,19,50.07,0.63,4.39,0.46,180
Organic Social,2024042106,30,33,20,74.88,0.67,6.12,0.61,202
Organic Social,2024042203,30,39,22,68.1,0.73,4.41,0.56,172
Organic Social,2024042303,30,36,21,221.97,0.7,6.06,0.58,218
Organic Social,2024042403,30,41,18,116.24,0.6,4.17,0.44,171
Organic Social,2024042603,30,33,17,124.64,0.57,4.06,0.52,134
Organic Social,2024042902,30,38,22,29.55,0.73,5.32,0.58,202
Organic Social,2024043005,30,39,22,56.49,0.73,4.62,0.56,180
Organic Social,2024043006,30,41,22,49.22,0.73,5.37,0.54,220
Organic Social,2024050104,30,40,22,80.45,0.73,5.03,0.55,201
Referral,2024041208,30,34,25,103.41,0.83,5.68,0.74,193
Referral,2024041409,30,36,26,45.83,0.87,5.42,0.72,195
Referral,2024041622,30,34,21,193.65,0.7,5.59,0.62,190
Referral,2024042100,30,39,26,84.59,0.87,7.46,0.67,291
Referral,2024042408,30,36,25,72.08,0.83,6.06,0.69,218
Referral,2024042501,30,36,22,81.69,0.73,5.5,0.61,198
Referral,2024042901,30,33,21,91.09,0.7,6.94,0.64,229
Direct,2024040700,29,43,20,36.26,0.69,3.91,0.47,168
Direct,2024041002,29,34,15,45.59,0.52,3.82,0.44,130
Direct,2024041106,29,33,7,17.91,0.24,3.27,0.21,108
Direct,2024041308,29,35,15,47.31,0.52,3.6,0.43,126
Direct,2024041403,29,35,17,17.66,0.59,3.46,0.49,121
Direct,2024041802,29,36,11,21.06,0.38,3.53,0.31,127
Direct,2024042001,29,37,24,46.59,0.83,5.22,0.65,193
Direct,2024043007,29,38,14,33.82,0.48,4.03,0.37,153
Organic Search,2024040717,29,34,19,38.18,0.66,3.35,0.56,114
Organic Search,2024042112,29,40,21,63.9,0.72,5.55,0.53,222
Organic Search,2024042723,29,37,17,41.16,0.59,3.54,0.46,131
Organic Social,2024040601,29,42,19,54.62,0.66,5.1,0.45,214
Organic Social,2024040906,29,36,25,107.92,0.86,5.17,0.69,186
Organic Social,2024041804,29,39,15,60.15,0.52,3.64,0.38,142
Organic Social,2024042405,29,35,23,95.54,0.79,5.11,0.66,179
Organic Social,2024042504,29,36,21,64.81,0.72,4.86,0.58,175
Organic Social,2024042506,29,38,23,35.97,0.79,5.82,0.61,221
Organic Social,2024043004,29,40,18,42.55,0.62,4.78,0.45,191
Organic Social,2024050204,29,36,23,46.61,0.79,4.72,0.64,170
Referral,2024040715,29,32,24,74.72,0.83,4.72,0.75,151
Referral,2024041008,29,33,23,124.24,0.79,4.64,0.7,153
Referral,2024041109,29,32,21,153.94,0.72,5.91,0.66,189
Referral,2024041223,29,37,27,64.41,0.93,5.14,0.73,190
Referral,2024041317,29,34,21,74.56,0.72,5.53,0.62,188
